followers,followings,tweets_count,tweets_likes,replies_count,replies_likes,retweets_count,retweets_with_comment_count,retweets_with_comment_likes,retweeteds,replieds
12,31,33,125,11,44,71,0,0,82,11
12,22,44,5,3,4,13,12,4,4,0
461,298,37,1283,448,487,570,29,99,71,270
68,116,4,17,58,118,1,0,0,3,4
1471,1625,30,2528,112,155,11,7,120,37,32
2,0,2,0,37,7,1,0,0,2,1
317,365,21,673,83,77,1,0,0,8,24
47,0,170,3316,15,16,150,1,0,3537,4
331,594,8,59,6,5,1525,0,0,283,3
93,296,21,72,26,44,27,2,6,1,7
577,907,9,241,6,7,15,0,0,6,4
78,161,45,157,20,18,2,1,2,14,0
1938,657,172,4465,60,208,114,86,1352,223,50
4,0,2,11,0,0,1,0,0,19,0
9,11,22,1,29,11,19,0,0,13,1
65,68,159,274,0,0,222,0,0,528,0
157,214,75,286,71,63,41,7,21,4,6
844,924,19,45,19,17,225,23,31,1,7
2,9,7,39,0,0,0,0,0,21,0
154,192,18,317,44,101,82,7,105,23,81
2,1,2,1,1,2,286,1,2,2,0
3,77,3,22,0,0,0,0,0,2,0
212,253,34,426,204,244,8,3,4,19,71
67,134,76,168,162,149,24,14,16,14,50
6,50,12,0,30,162,0,0,0,5,0
233,63,133,3559,364,473,25,23,214,63,150
85,101,22,103,20,14,6,9,18,11,0
3747,3544,148,6634,199,175,5,8,25,66,143
484,627,8,96,107,160,3,0,0,7,43
15,28,59,202,4,3,501,0,0,71,16
341,584,48,165,211,90,292,107,42,65,119
3,11,14,6,7,0,13,0,0,6,1
125,232,39,264,2,0,113,23,68,26,0
249,0,7,241,5,2,1,0,0,9,1
107,215,4,38,0,0,0,0,0,1,0
57,10,61,208,0,0,42,0,0,212,0
62,0,14,96,7,8,157,0,0,119,5
9,26,5,1,19,12,0,0,0,1,1
82,108,40,264,9,7,1,0,0,3,0
355,356,122,1041,187,132,50,16,32,22,102
32,34,9,147,21,44,1,0,0,12,2
16,3,99,248,0,0,327,4,4,1089,2
5,29,8,2,23,27,15,4,2,1,0
238,498,16,146,45,20,5,0,0,20,0
32,32,6,37,4,11,29,3,4,7,0
30,105,2,1,0,0,16,0,0,1,0
51,53,46,374,4,8,262,0,0,110,1
98,90,35,355,55,62,7,4,33,1,11
263,245,12,216,11,20,5,0,0,26,6
360,1034,232,1532,28,49,1,0,0,11,4
3732,7,66,15207,3,35,13,0,0,61,10
51,106,6,98,0,0,812,0,0,192,0
222,315,10,150,0,0,868,0,0,198,1
13,15,5,84,5,16,14,1,7,17,4
188,195,13,656,28,23,1,0,0,6,18
19,30,21,145,8,7,15,1,2,7,1
492,965,35,546,2,0,316,0,0,504,2
184,306,34,63,1,0,256,0,0,93,0
212,337,5,117,361,314,57,12,1,3,58
89,286,17,123,0,0,57,0,0,35,1
53,59,31,303,1,6,209,0,0,286,2
123,211,91,409,8,3,153,0,0,158,1
36,37,42,66,103,127,5,1,2,10,7
22,0,4,41,54,44,2,1,0,31,15
20,18,33,174,63,98,6,3,10,1,27
30,47,4,22,0,0,266,0,0,66,0
258,275,80,967,95,92,163,3,4,82,44
23,50,3,32,34,20,5,19,12,1,6
4,0,10,18,4,1,2,0,0,3,1
502,680,22,471,48,155,4,0,0,5,16
20,78,12,75,6,15,5,0,0,6,3
6,18,9,6,0,0,0,0,0,1,0
109,140,1,0,103,151,0,0,0,1,35
2,2,10,10,19,25,8,0,0,2,4
4,68,8,29,59,81,97,2,1,1,28
298,105,63,407,0,0,1921,0,0,871,10
66,68,44,243,114,124,5,10,23,14,70
35,122,1,0,27,37,23,4,0,5,5
3,26,45,18,7,6,0,0,0,17,0
17,17,9,99,8,16,7,0,0,8,7
36,93,63,59,25,47,17,4,6,1,3
414,272,40,399,587,1305,283,94,634,679,270
65,85,40,406,79,77,8,0,0,13,22
76,349,1,0,18,33,86,0,0,19,2
639,820,26,2476,18,15,581,0,0,166,15
36,0,8,70,4,2,182,0,0,132,0
28,15,23,180,24,26,35,0,0,27,12
242,148,42,1029,288,641,21,15,69,76,230
469,554,19,133,299,315,147,19,40,53,80
52,117,9,9,0,0,49,59,161,22,1
1,0,11,0,1,0,0,3,0,0,0
2,0,7,1,0,0,9,0,0,6,0
2,1,3,2,0,0,0,0,0,2,0
58,94,18,71,1,1,25,0,0,13,1
75,184,42,97,31,41,3,1,2,3,1
18,98,2,9,0,0,7,0,0,2,0
254,487,56,415,30,18,387,1,3,342,3
22,33,28,23,0,0,183,0,0,282,1
103,170,5,139,0,0,0,0,0,6,0
2,0,4,17,0,0,3,0,0,17,0
41,17,23,483,0,0,76,0,0,424,2
35,142,19,82,7,5,3,2,8,12,3
16920,5983,20,17479,257,526,45,3,94,44,53
57,143,40,235,41,34,35,3,2,34,4
537,1387,30,538,48,36,27,20,4,140,53
17,0,23,59,0,0,16,0,0,14,0
20,0,199,215,0,0,1,3,1,158,0
16,87,54,225,0,0,305,0,0,36,0
26,48,4,6,14,50,42,1,2,35,0
380,537,108,1144,88,115,15,0,0,15,30
2,4,1,0,2,3,0,0,0,3,1
10,0,13,26,0,0,4,1,1,1,0
16,53,46,106,5,6,11,6,17,17,0
28,37,5,20,0,0,1,0,0,4,0
249,374,3,64,81,389,936,7,5,259,19
576,610,6,95,92,110,14,0,0,6,11
82,0,39,111,54,94,133,13,36,81,5
141,151,90,693,21,64,41,7,18,16,15
194,354,54,699,166,285,4,7,45,10,114
1249,1870,46,520,420,427,19,25,119,44,38
2309,2528,14,597,20,36,8,0,0,178,10
16,5,3,2,1,1,462,2,0,3,1
2,0,3,42,0,0,1,0,0,5,1
62,75,221,512,19,17,210,1,0,517,2
1545,4505,10,165,2,0,82,0,0,8,1
280,102,18,300,2,4,3651,0,0,240,0
54,60,32,253,0,0,3,0,0,132,0
9,12,3,90,2,2,1,0,0,3,2
179,227,8,217,6,1,3,0,0,5,1
38,47,2,14,0,0,13,0,0,20,0
2001,1752,39,669,196,375,694,23,37,45,40
215,0,72,91,1,3,247,0,0,119,1
1,8,55,52,0,0,38,0,0,38,0
123,2,9,94,0,0,276,0,0,76,0
355,200,93,176,55,111,135,0,0,9,6
21,136,7,3,75,135,20,0,0,1,5
7,12,1,0,84,61,2,0,0,2,1
7,5,2,7,0,0,0,0,0,3,0
296,252,49,1816,187,208,24,1,21,27,116
591,1067,33,374,11,4,449,1,0,49,7
1,0,19,185,153,176,26,8,27,11,26
163,248,4,236,19,22,17,0,0,3,3
764,1372,53,772,11,30,890,1,2,606,0
106,149,4,54,1,0,3,1,6,4,0
12,93,177,36,208,206,18,54,6,21,42
13,0,28,126,26,31,0,0,0,2,2
14,22,12,38,5,4,0,0,0,2,2
25,7,10,169,1,2,1,0,0,6,12
1,1,1,0,0,0,0,0,0,1,0
36,32,44,243,29,35,18,0,0,3,28
79,146,3,44,8,104,854,8,83,207,1
61,129,9,2,92,71,3,1,0,1,2
30,54,4,7,130,209,0,0,0,8,32
221,452,51,69,27,38,5,33,22,18,3
12,55,45,18,18,11,60,1,0,2,0
236,131,27,1436,85,81,17,0,0,18,54
405,447,23,2168,21,22,74,0,0,24,17
235,294,23,478,211,334,39,0,0,36,54
9,1,2,8,0,0,268,0,0,10,1
20,70,2,3,17,9,2,0,0,2,2
35,23,31,331,0,0,35,0,0,0,0
24,15,48,229,27,31,18,13,25,5,8
11,39,3,5,80,3,1,4,6,1,0
765,363,79,1467,22,76,0,0,0,12,0
1,2,1,0,5,5,0,0,0,1,1
4037,5000,64,989,180,39,244,1,0,52,13
109,1770,8,20,0,0,0,0,0,1,0
10,20,25,51,58,71,190,230,80,15,6
3,9,3,3,0,0,2,0,0,2,0
119,107,31,167,30,32,0,8,30,17,9
71,189,36,209,21,40,2,0,0,16,4
37,7,3,23,0,0,16,0,0,2,0
5,4,12,2,1,1,116,1,0,5,0
24,30,34,129,21,39,1,0,0,48,15
182,215,18,99,36,23,16,0,0,3,2
21,0,20,38,17,2,8,0,0,11,4
95,0,6,139,4,5,1,1,9,3,0
49,59,9,15,11,10,2,1,0,2,6
71,63,2,7,4,3,67,0,0,3,0
1315,1871,113,1517,171,409,881,51,296,660,59
233,536,24,269,5,6,160,0,0,33,1
221,263,16,284,15,17,1,0,0,53,6
2,5,8,14,23,2,1,0,0,4,1
96,150,6,35,30,19,354,0,0,9,1
252,452,20,490,14,78,13835,15,52,3664,7
85,121,21,214,150,114,4,0,0,6,13
205,497,28,99,17,20,43,0,0,14,0
134,45,168,1569,70,69,63,2,8,14,39
869,1337,120,4585,121,157,4,0,0,76,42
9,2,28,79,0,0,122,0,0,62,0
95,153,10,27,37,51,101,0,0,3,7
216,500,6,10,30,42,131,4,11,5,1
62,13,65,281,105,88,85,11,0,35,44
7,178,2,2,0,0,5,0,0,0,0
105,302,2,3,4,54,4,8,0,2,1
8,13,26,481,12,12,4,0,0,11,4
16,47,9,24,0,0,26,1,2,5,0
5,0,3,4,0,0,0,0,0,1,1
11,0,109,381,0,0,254,0,0,692,1
29,87,42,56,21,33,31,1,0,5,5
210,0,21,840,188,237,18,4,2,41,61
34,106,12,60,46,60,0,0,0,5,12
106,84,28,79,98,111,304,8,12,4,17
2,7,11,27,0,0,49,0,0,34,0
245,305,41,1014,65,112,21,3,26,17,10
115,130,11,91,8,7,7,0,0,8,3
43,69,7,4,33,29,71,0,0,3,0
239,250,132,238,252,224,92,1,0,36,106
7,6,1,0,1,1,32,0,0,1,0
24,3,2,33,0,0,1,0,0,36,0
162,158,9,440,6,4,397,0,0,51,6
69,31,136,2502,7,51,1596,0,0,1284,3
6,0,94,113,0,0,8,0,0,18,0
111,0,18,121,129,135,5,0,0,28,27
6,3,1,0,14,21,48,0,0,5,0
366,712,3,34,10,10,43,0,0,19,4
762,812,17,425,25,70,87,0,0,71,26
64,81,19,28,28,36,64,2,4,2,1
5630,5679,187,39984,488,1522,256,7,229,1810,1283
26,78,6,28,4,9,13,0,0,10,1
71,150,47,503,0,0,23,0,0,101,3
12,1,23,268,0,0,0,0,0,245,0
22,34,13,155,18,11,5,4,16,2,3
9,4,5,12,4,2,7,0,0,1,0
1,58,1,0,1,80,0,0,0,1,6
184,290,84,369,1,0,0,378,625,1000,3
1660,774,292,33152,272,542,113,22,722,429,797
186,288,4,34,0,0,0,0,0,3,0
3,2,2,0,22,9,84,0,0,2,1
24,100,2,8,10,9,10,0,0,1,2
918,1937,38,577,509,570,1,0,0,27,235
30,1,5,114,0,0,0,0,0,8,5
38,74,10,10,254,214,13,11,8,5,32
171,190,373,2571,97,237,10,31,159,22,65
73,7,7,243,1,18,10,0,0,220,1
5,18,8,2,5,0,5,0,0,1,0
3,0,5,4,0,0,0,0,0,4,1
312,0,34,1452,1,2,10,0,0,0,0
44,0,21,190,26,13,0,0,0,5,2
12,11,14,26,9,5,9,3,6,2,1
211,189,23,113,398,659,153,29,29,53,128
168,289,28,415,167,151,6,6,16,32,49
4,0,27,2,7,14,2,4,0,1,0
76,0,10,294,68,92,5,0,0,3,3
331,434,166,685,276,274,81,19,52,26,185
9,8,3,2,0,0,0,0,0,1,0
425,548,55,1419,206,286,419,5,20,199,34
29,37,62,117,14,20,113,1,1,13,4
30,0,175,540,0,0,19,1,2,809,0
346,605,4,189,2,2,1,0,0,1,0
239,1154,6,188,0,0,0,0,0,5,0
8,6,8,17,1,1,5,0,0,5,0
5,4,3,13,1,1,8,0,0,4,0
26,0,4,17,8,6,1,0,0,1,1
30,0,5,23,0,0,4,0,0,1,0
37,0,4,10,0,0,3,0,0,2,0
39,0,4,5,0,0,6,0,0,1,0
250,356,72,170,0,0,248,0,0,366,0
12,4,7,31,0,0,1111,0,0,166,0
24,25,24,145,0,0,7,1,1,32,1
835,930,68,1241,140,313,170,8,29,132,503
57,229,14,46,3,2,167,9,14,3,4
4,2,102,5,0,0,0,0,0,1,0
400,770,10,28,94,83,198,2,15,4,12
1,15,1,0,15,14,19,0,0,1,0
161,289,6,195,21,69,420,3,47,122,4
66,0,16,88,106,128,20,6,15,6,21
1157,1746,120,2437,212,283,238,41,143,51,396
318,346,22,856,27,19,2,0,0,66,21
2,5,4,56,0,0,16,0,0,6,0
617,722,18,626,74,79,32,7,21,30,21
216,294,69,91,0,0,197,0,0,373,1
153,416,19,52,1,1,1,0,0,1,0
5,0,5,20,0,0,3,0,0,4,0
203,295,51,560,4,62,858,0,0,598,3
27,24,2,90,1,0,2,0,0,20,0
3,0,1,0,4,23,1,0,0,1,0
3,113,1,0,1,0,33,0,0,0,0
13,12,4,69,11,11,0,0,0,1,10
340,386,7,227,19,159,1450,1,0,444,14
796,821,161,1509,197,268,36,6,19,128,31
3479,1485,347,65819,691,1459,950,48,1405,1051,2430
21,0,7,0,92,0,13,0,0,55,92
140,348,42,305,239,1086,161,0,0,33,61
5628,5465,642,75889,214,288,106,2,29,2167,363
1871,3743,97,570,187,207,203,57,173,37,19
83,0,7,157,35,297,404,4,115,97,11
284,511,11,115,0,0,2796,0,0,74,0
44,18,1,0,127,558,131,7,7,212,2
3014,74,17,20139,34,24294,29,5,692,5398,141
12,70,3,25,0,0,6,0,0,1,10
430,1091,58,797,4,5,63,23,10,19,1
42,0,61,403,1,2,940,77,18,141,4
962,1362,9,1678,69,104,9,1,137,33,84
8,4,4,6,0,0,18,0,0,6,0
2209,0,90,1831,100,192,119,13,94,10,2
133,103,27,71,188,469,97,1,4,139,26
575,1177,16,211,5,19,4,0,0,12,1
458,1182,70,237,3,3,4700,0,0,999,6
51,82,147,889,122,138,37,7,21,16,44
126,246,25,75,74,63,15,4,8,2,51
30,39,4,20,5,9,0,0,0,1,0
3048,2811,346,13151,202,250,103,2,53,41,242
70,0,6,4,11,4,189,0,0,2,0
8,0,1,0,3,2,1,0,0,1,0
6,7,10,39,1,2,12,1,4,13,1
184,184,57,165,33,18,11,0,0,3,2
1218,2012,13,3451,37,28,112,0,0,77,37
179,215,13,683,23,15,22,10,4,15,0
431,856,19,51,208,190,45,71,55,116,72
5,14,2,20,0,0,1,0,0,11,0
8,7,43,108,0,0,65,0,0,83,0
18,2,48,0,0,0,1252,0,0,157,0
15,24,3,2,0,0,32,1,0,2,0
201,288,11,96,17,14,5,0,0,4,0
205,322,40,482,62,95,11,0,0,19,9
12,35,102,43,0,0,22,0,0,9,0
355,956,6,68,18,25,43,0,0,6,5
217,913,29,98,30,15,0,5,11,11,18
117,89,72,1652,133,149,15,0,0,1,25
116,1746,109,574,1,0,13,1,7,78,2
876,2006,9,52,70,49,601,0,0,121,17
27,21,33,160,0,0,15,0,0,90,1
14,0,81,21,0,0,371,0,0,385,0
466,1165,3,37,0,0,4,0,0,9,0
6,18,17,37,6,29,5,1,1,7,2
401,902,15,49,11,12,84,0,0,4,2
314,343,37,104,0,0,870,0,0,74,1
24,24,35,102,43,181,2,0,0,2,5
6,0,2,0,16,27,7,1,0,1,0
301,1211,31,307,2,1,5,0,0,199,0
933,7,15,19671,1,1,52,9,179,0,0
2,6,1,0,59,12,0,0,0,1,3
26,10,3,13,3,1,0,0,0,2,2
583,601,16,222,21,19,1,3,2,8,6
246,390,54,24,154,128,204,42,53,2,14
9,8,5,9,56,85,0,9,41,5,4
10,37,6,3,88,38,0,0,0,0,6
14,0,5,5,5,8,9,0,0,1,0
48,105,4,72,0,0,1,0,0,3,0
42,34,64,459,45,57,13,0,0,9,22
181,490,68,388,8,26,113,2,13,10,4
1,0,13,25,1,0,31,0,0,8,1
36,0,6,20,76,66,890,0,0,26,14
8,0,74,59,0,0,20,0,0,29,1
11,6,28,1,2,0,85,0,0,5,1
55,0,13,18,89,77,0,0,0,2,11
433,548,34,1518,137,166,50,2,3,16,21
1237,1194,81,1618,422,491,155,4,26,173,122
95,25,9,19,0,0,488,0,0,45,0
4,0,15,168,1,1,70,2,0,67,2
99,94,50,700,55,319,830,0,0,1454,56
64,96,127,525,0,0,246,0,0,383,0
26,24,8,58,2,12,12,3,14,14,5
12,200,21,15,1,0,1,0,0,1,0
74,273,4,47,2,3,0,0,0,4,0
20,20,14,96,1,0,0,0,0,2,0
1,0,100,26,0,0,0,0,0,13,0
160,127,87,342,98,133,36,35,76,49,62
13,0,227,97,1,0,45,0,0,49,1
13,111,3,7,0,0,2,0,0,0,0
2,21,10,0,63,36,0,0,0,6,1
232,339,24,305,0,0,224,0,0,227,2
569,74,349,10960,568,606,29,20,271,140,635
530,120,6,41,13,11,330,9,2,5142,376
5,0,10,90,0,0,3,0,0,33,1
4,24,35,10,12,11,1,60,4,3,1
29,68,5,12,0,0,20,0,0,3,0
13,0,1,0,0,0,519,9,0,2,1
52,53,32,464,73,59,2,2,5,10,8
17,278,2,4,0,0,0,0,0,1,0
193,0,273,439,125,79,81,0,0,85,56
24,22,13,64,0,0,9,0,0,46,1
11,9,46,68,33,17,1,0,0,3,12
78,220,34,194,1,0,452,1,0,86,0
26,65,4,3,55,141,3,0,0,20,2
6,22,3,1,33,41,43,4,1,39,1
22,1,7,40,1,0,0,0,0,1,0
58,112,76,67,0,0,0,0,0,8,0
110,115,64,109,86,99,23,0,0,264,86
92,101,19,304,60,195,0,0,0,7,3
134,480,6,62,4,18,53,0,0,7,1
810,1468,20,304,100,79,21,5,32,30,42
23,25,64,153,195,188,15,5,39,4,78
86,107,7,468,24,20,90,1,0,33,4
157,95,43,152,258,246,1,70,88,13,48
20,20,1,0,0,0,2,0,0,6,98
48,6,145,608,0,0,0,0,0,475,1
63,39,33,69,13,76,1,1,2,2,26
25,70,7,55,33,15,11,4,49,18,6
67,7,7,124,23,20,0,0,0,5,15
822,77,9,669,84,124,214,3,72,37,63
7,93,13,0,82,18,1,7,0,2,0
53,103,38,177,40,39,53,3,4,2,30
140,292,23,558,21,57,74,15,217,170,17
12,12,2,4,29,29,0,1,0,1,3
36,0,1,0,0,0,267,0,0,53,0
207,188,32,369,255,353,24,4,16,38,42
1868,1537,473,41087,239,258,14,5,32,732,569
21,38,39,91,31,21,2,8,4,4,7
1194,1346,109,2117,152,1015,1043,16,183,887,41
6,32,9,14,69,53,4,1,1,5,5
60,26,24,198,0,0,0,0,0,21,1
2,8,6,0,9,0,1,1,0,1,3
1433,1330,119,3921,459,979,68,21,137,109,232
41,60,51,185,160,158,7,4,17,5,58
199,0,55,493,5,6,28,0,0,498,6
532,942,11,71,145,183,744,40,34,47,21
391,453,143,576,5,8,249,0,0,497,1
497,375,240,1438,0,0,8587,0,0,3581,2
514,0,23,3250,100,94,2,0,0,33,64
438,1538,56,439,30,6,18,9,25,88,15
95,0,13,57,0,0,98,0,0,6,0
36,42,71,165,64,86,25,27,27,5,6
2,7,1,0,14,10,0,0,0,2,1
14,5,3,30,1,2,58,0,0,26,0
293,403,43,445,55,47,21,3,13,8,20
49,47,34,304,51,31,1,0,0,14,8
126,426,38,154,272,385,64,46,37,46,53
21,42,27,2,14,21,543,2,0,8,3
230,248,58,574,264,780,145,106,78,184,127
298,275,31,90,41,20,39,8,17,9,70
1,4,2,0,0,0,1,0,0,1,0
321,706,19,307,14,1,334,0,0,95,2
78,4,95,818,0,0,539,34,15,1146,0
128,282,127,367,0,0,496,0,0,486,0
20,0,4,81,0,0,51,0,0,144,0
26,30,4,58,0,0,39,0,0,114,0
553,1076,80,562,13,29,524,3,8,278,6
526,302,115,6879,139,207,20,4,158,84,67
29,44,1,0,57,29,1,1,0,2,11
81,182,75,224,4,5,5,0,0,75,2
43,42,2,5,8,20,185,0,0,1,2
182,443,14,28,11,7,40,1,12,8,3
240,231,27,104,11,18,202,0,0,8,4
51,90,8,40,17,23,17,4,8,6,5
78,106,13,80,28,42,15,0,0,1,2
99,182,39,203,1,1,3,0,0,146,0
172,151,132,1543,468,602,35,11,60,25,304
110,278,23,371,184,395,159,7,2,71,19
693,834,206,3618,293,282,25,8,54,19,272
87,239,36,140,0,0,550,0,0,269,0
291,1095,19,52,7,7,11,7,8,2,1
622,623,98,2775,247,337,283,15,177,120,184
16,90,16,40,7,4,5,0,0,1,1
1051,1132,18,648,16,24,20,0,0,31,2
271,293,33,409,161,187,12,2,18,10,37
95,147,14,268,2,4,17,1,11,49,2
84,105,35,92,275,863,0,3,7,37,39
59,142,6,79,81,155,28,0,0,3,27
102,304,2,0,4,8,0,1,0,1,0
94,0,12,131,41,203,134,1,6,34,2
132,766,28,13,6,2,9,0,0,1,1
175,424,4,8,1,0,2,0,0,1,1
38,69,2,1,26,24,2,0,0,1,3
224,250,84,446,415,598,8,3,14,14,93
53,294,32,173,0,0,2,0,0,76,0
16,74,4,25,0,0,2,0,0,18,0
2012,2584,211,2837,71,103,44,3,0,479,19
234,304,5,1,348,634,473,2,1,63,50
260,332,59,1920,97,136,35,1,7,60,24
3,6,8,12,28,11,43,0,0,8,2
69,79,20,160,11,10,167,6,8,15,0
802,576,688,17614,145,360,144,102,860,141,550
264,5,98,168,0,0,0,5,5,17,0
17,14,5,41,2,1,0,0,0,7,3
116,167,1,0,0,0,1,1,0,3,279
1,0,19,2,0,0,0,0,0,1,0
42,197,41,151,159,288,8,32,66,26,63
73,65,8,96,1,1,97,0,0,24,0
32,0,14,50,0,0,0,0,0,23,0
4,11,10,4,8,2,3,1,0,2,0
1,1,8,10,0,0,0,0,0,1,0
15,30,37,112,73,68,1,1,3,5,14
146,73,15,115,40,154,71,3,21,20,31
24,0,15,106,0,0,1,0,0,17,1
5,14,7,8,0,0,5,0,0,4,0
1,0,2,3,0,0,0,0,0,2,0
415,1629,13,337,245,712,5915,8,20,692,85
58,50,92,243,30,0,0,16,30,203,30
1895,3926,19,63,29,32,143,11,9,7,2
3046,1488,174,36182,742,978,525,27,198,847,1856
1,3,3,0,35,17,0,0,0,3,0
268,281,35,318,178,215,182,0,0,15,25
15,21,29,12,33,24,2,39,26,0,3
56,73,17,91,19,20,47,7,40,22,10
114,3,2,4,0,0,895,0,0,181,0
15,8,3,9,0,0,6,2,4,1,0
110,210,5,116,1,1,252,0,0,16,0
67,3,1,0,0,0,987,0,0,126,0
212,419,152,566,0,0,796,0,0,1378,0
45,79,16,260,11,14,9,3,20,46,4
58,61,47,704,43,35,7,28,35,9,8
115,74,116,1117,161,165,50,1,0,8,52
9,0,23,72,8,0,72,0,0,23,1
25,20,1,0,1,9,103,0,0,5,0
3,1,13,32,0,0,1,0,0,5,0
13,25,26,55,69,78,3,6,7,1,33
21,17,94,246,0,0,171,0,0,194,0
111,108,24,241,18,22,139,0,0,133,4
2,4,2,4,1,5,13,0,0,2,0
16,76,8,8,5,4,0,0,0,2,0
31,49,4,94,1,2,77,0,0,13,0
67,0,12,27,6,12,79,0,0,0,0
92,197,215,595,0,0,0,0,0,171,1
6,0,7,17,11,2,0,0,0,3,3
71,0,1,0,0,0,799,0,0,14,0
360,477,2,2,93,79,20,2,0,3,33
16,28,22,21,0,0,0,0,0,11,0
10712,16,31,56921,74,5895,1,0,0,1,1
136,149,146,2255,255,352,68,28,372,18,129
440,462,5,161,118,132,46,4,80,9,28
88,130,45,182,1,1,227,56,126,358,1
9,0,5,2,5,4,10,1,1,4,0
53,58,26,181,67,55,21,13,26,9,133
611,2361,16,175,8,19,13,0,0,13,6
298,0,11,171,72,88,57,0,0,56,14
67,0,7,212,1,1,25,0,0,17,3
84,4,25,38,0,0,417,0,0,199,0
25,34,111,73,13,9,44,7,8,53,5
8,5,2,18,0,0,60,0,0,4,0
26,24,25,63,14,14,62,1,0,11,6
12,10,7,3,1,0,0,0,0,3,0
81,0,4,296,0,0,0,0,0,11,1
7,3,36,54,22,11,0,0,0,9,8
92,49,1,0,0,0,267,0,0,13,1
32,0,100,153,0,0,16,0,0,49,0
100,108,1,0,2,2,100,0,0,12,0
253,438,11,733,17,15,100,59,56,46,20
7,11,7,11,1,2,2,0,0,2,0
60,90,48,302,0,0,85,0,0,171,0
340,1477,20,16,99,49,72,11,1,5,4
503,874,39,624,20,7,1795,1,0,526,3
22,54,15,37,64,47,22,0,0,2,2
66,106,43,139,5,10,70,1,2,61,5
8,15,2,111,3,13,14,0,0,16,0
58,50,4,241,4,1,84,0,0,16,1
88,149,4,183,0,0,66,0,0,21,0
151,177,5,117,18,18,2,0,0,2,9
31,20,5,69,14,25,72,0,0,21,0
51,49,100,724,0,0,6,0,0,671,0
51,72,46,497,58,95,8,1,7,4,40
19,1,4,60,0,0,21,0,0,10,1
31,246,34,100,141,281,399,30,1,19,17
31,143,2,1,1,7,109,0,0,6,0
34,38,35,169,62,55,6,1,3,8,10
742,745,37,813,30,53,61,0,0,298,14
493,989,27,82,8,2,80,177,381,407,3
230,982,12,15,5,0,0,0,0,1,0
32,84,2,10,2,11,105,0,0,9,0
8,0,25,263,0,0,0,0,0,78,0
33,37,32,105,17,12,1,3,2,0,13
11,0,25,236,0,0,85,0,0,80,1
14,56,6,1,147,76,156,47,8,8,3
22,89,3,2,0,0,90,0,0,1,0
15305,16583,81,1365,152,330,68,0,0,31,4
3,12,5,6,3,2,0,4,2,1,1
48,59,12,16,302,370,54,4,14,6,56
793,1064,48,729,104,116,102,9,14,37,65
96,22,18,219,0,0,6,0,0,12,0
79,106,3,147,3,4,12,0,0,20,1
70,337,3,11,0,0,51,0,0,1,0
99,20,20,675,7,29,72,11,39,66,4
1998,4177,163,1051,167,124,319,7,11,242,95
42,165,13,51,1,1,76,0,0,14,1
8,28,7,1,0,0,4,0,0,0,2
61,65,138,320,7,9,229,0,0,206,0
500,418,40,1345,168,136,1,0,0,26,19
98,277,90,145,273,164,383,363,181,94,141
72,90,29,76,106,151,100,26,20,32,9
129,0,3,38,0,0,51,0,0,1,0
20,42,53,247,123,129,10,3,13,4,107
1844,1809,28,650,21,14,412,0,0,48,22
2953,4819,356,27614,476,421,13,12,569,204,993
9,29,5,28,3,22,18,1,1,28,1
30,9,32,137,0,0,62,0,0,93,0
33,57,6,81,9,9,507,0,0,45,2
148,100,17,877,17,58,38,0,0,75,8
50,56,3,98,1,1,0,0,0,21,0
2,3,8,48,1,0,0,1,0,35,0
30,141,4,2,127,66,6,1,0,2,2
37,36,65,283,81,64,20,10,12,7,20
18,91,49,76,72,42,0,1,2,2,28
243,802,26,179,33,116,65,7,84,14,12
144,233,95,332,2,0,30,0,0,477,0
260,569,15,81,76,72,26,0,0,6,16
4,6,5,7,50,21,0,0,0,2,16
155,177,19,87,51,42,116,30,70,12,7
98,125,36,510,71,66,8,3,38,6,101
3,1,6,1,31,37,1,0,0,11,3
25,60,37,122,14,9,4,1,2,17,4
624,618,239,13237,390,1040,97,274,5677,744,313
32,29,53,225,111,130,3,1,1,2,36
2,0,3,24,0,0,0,0,0,9,0
450,215,449,6632,457,500,81,18,168,49,537
30,0,14,221,14,10,14,0,0,13,1
100,16,4,16,41,42,1,1,0,2,158
78,16,3,242,0,0,6,0,0,34,1
5,52,2,0,8,5,49,0,0,3,0
2,4,1,0,19,30,0,0,0,1,2
98,197,10,538,6,7,25,0,0,34,1
265,422,40,222,1,0,430,0,0,170,0
187,186,4,178,0,0,110,0,0,47,1
395,756,22,949,6,19,1433,2,12,322,6
45,76,9,25,161,194,8,0,0,3,14
87,123,2,21,0,0,68,0,0,4,0
10319,6091,142,15621,75,2970,165,20,508,26,20
408,792,4,74,0,0,107,0,0,29,0
40,10,5,351,0,0,70,0,0,37,0
171,0,111,226,0,0,0,1,0,560,3
110,103,5,126,1,1,1,0,0,12,0
10,0,263,28,0,0,0,0,0,6,1
81,18,6,298,2,2,43,0,0,35,1
15,0,10,37,34,30,103,24,22,21,4
129,133,9,120,8,51,14,0,0,2,1
671,778,18,352,14,89,96,0,0,89,0
34,0,6,38,2,0,56,0,0,6,1
82,12,5,48,1,0,48,0,0,5,0
15,32,14,19,20,19,0,5,6,0,3
49,13,1,0,1,4,2,0,0,1,0
66,96,22,820,0,0,90,0,0,135,0
4,9,10,17,2,0,16,0,0,1,0
24,22,1,0,3,5,105,0,0,8,1
115,111,1,0,3,2,103,0,0,1,4
